Word1,Word2,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,Judgements,Alpha_Proportion
head,shoulders,head and shoulders,shoulders and head,252972,,,no,0,1,0,0,0,0,2.26344126,1,1,1,0.955212435,0.73687985,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
rock,roll,rock and roll,roll and rock,248992,,,no,0,0,0,0,0,0,0.851796527,0,0,0,0.99720473,0.527161938,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
testament,will,testament and will,will and testament,248768,,,no,0,0,0,0,0,0,-4.261424859,-2,-2,-1,0.001097408,0.297913371,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
engineers,scientists,engineers and scientists,scientists and engineers,229487,,,no,0,0,0,0,0,-1,-0.243281692,0,2,1,0.251025113,0.236406681,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
man,wife,man and wife,wife and man,213993,,,no,0,0,0,1,0,0,1.533387443,0,0,0,0.997677494,0.662608272,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
arms,hands,arms and hands,hands and arms,194013,,,no,0,1,-1,0,0,0,-0.600841744,0,0,0,0.452809863,0.459951577,1,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",0.5
math,science,math and science,science and math,123868,,,no,0,0,0,0,0,0,-2.358519176,1,1,1,0.764911034,0.55030758,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
son,wife,son and wife,wife and son,118681,,,no,0,0,0,0,0,0,0.131102776,0,0,0,0.051844861,0.507629998,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fingers,thumb,fingers and thumb,thumb and fingers,59440,,,no,0,-1,0,-1,0,0,1.162443236,-1,-1,-1,0.454239569,0.246467192,1,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",0.7
flesh,skin,flesh and skin,skin and flesh,27576,,,no,0,0,0,0,0,0,-0.912706578,0,0,0,0.353532057,0.479315608,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
life,religion,life and religion,religion and life,20659,,,no,0,0,1,0,0,0,2.068742465,1,1,1,0.568468948,0.754041655,1,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 0]",0.5
colonel,mrs.,colonel and mrs.,mrs. and colonel,18072,,,no,0,0,0,1,0,0,-1.318277379,0,0,0,0.997565294,0.590343737,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
conscience,religion,conscience and religion,religion and conscience,15154,,,no,0,0,1,0,0,0,-1.398763288,0,0,0,0.700409133,0.574989652,1,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",0.7
contemporary,friend,contemporary and friend,friend and contemporary,13050,,,no,0,0,-1,0,0,0,-0.975297926,-3,-1,-1,0.521149425,0.221148307,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
pain,pressure,pain and pressure,pressure and pain,10781,,,no,0,0,0,0,1,0,-0.362927679,1,1,1,0.478805306,0.62435594,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
integrity,unity,integrity and unity,unity and integrity,9540,,,no,0,0,0,0,0,0,-0.686731756,0,0,0,0.253878407,0.485440396,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
flowers,hearts,flowers and hearts,hearts and flowers,9516,,,no,0,0,-1,0,0,0,0.617858642,-1,-1,-1,0.05023119,0.310867093,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
grapefruit,oranges,grapefruit and oranges,oranges and grapefruit,7753,,,no,0,0,-1,0,0,0,-0.95856315,1,2,1,0.189861989,0.435467688,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
Kingston,Montreal,Kingston and Montreal,Montreal and Kingston,7177,,,no,0,-1,0,0,0,0,-0.733046895,1,-1,-1,0.365055037,0.367925518,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
folklore,legend,folklore and legend,legend and folklore,5914,,,no,0,0,0,0,-1,0,-0.950304583,0,1,1,0.518092662,0.530025752,1,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.9
doctors,fathers,doctors and fathers,fathers and doctors,5235,,,no,0,0,0,0,0,0,-0.084958681,0,0,0,0.126647565,0.501767129,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.9
contraction,dilation,contraction and dilation,dilation and contraction,3161,,,no,0,0,0,0,1,0,1.881350826,0,0,0,0.461879152,0.576898685,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
ships,weapons,ships and weapons,weapons and ships,2628,,,no,0,0,1,0,0,0,0.282555837,1,1,1,0.775494673,0.716342729,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9
funnels,masts,funnels and masts,masts and funnels,2592,,,no,0,0,-1,0,0,0,-1.339038061,-1,-1,-1,0.258101852,0.267274886,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
law,sovereignty,law and sovereignty,sovereignty and law,2097,,,no,0,0,0,0,0,0,3.318860807,2,2,1,0.629470672,0.687298388,1,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0.9
assurance,dignity,assurance and dignity,dignity and assurance,1291,,,no,0,0,0,0,0,0,-0.344675392,1,1,0,0.42447715,0.487051097,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
mr.,mrs.,mr. and mrs.,mrs. and mr.,1680824,,,no,0,0,0,1,0,0,0.649469027,0,0,0,0.998090817,0.640834642,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
bride,groom,bride and groom,groom and bride,204540,,,no,0,0,1,-1,0,0,1.21519771,0,0,0,0.969370294,0.523430689,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
feet,legs,feet and legs,legs and feet,194658,,,no,0,-1,0,0,0,0,1.336152653,0,0,0,0.389298154,0.458881344,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
peace,quiet,peace and quiet,quiet and peace,191274,,,no,0,0,1,1,0,0,0.805471415,1,1,1,0.951477985,0.813869508,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
daughter,son,daughter and son,son and daughter,190092,,,no,0,0,0,-1,0,0,-0.702462442,-1,-1,-1,0.243503146,0.270161609,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
ends,odds,ends and odds,odds and ends,188194,,,no,0,0,0,0,0,0,1.597031137,0,0,0,0.003767389,0.547271206,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
city,state,city and state,state and city,184793,,,no,0,0,0,0,0,1,-0.656967317,-1,-1,-1,0.64827672,0.687117679,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
facts,figures,facts and figures,figures and facts,183738,,,no,0,0,1,0,0,0,0.000394008,1,1,1,0.978387704,0.710077997,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
man,nature,man and nature,nature and man,178124,,,no,0,1,0,0,0,0,1.063161492,1,1,1,0.722592127,0.710851221,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
prose,verse,prose and verse,verse and prose,173062,,,no,0,0,0,0,0,0,-0.658037344,0,0,0,0.656706845,0.486218476,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
body,head,body and head,head and body,172950,,,no,0,-1,0,0,0,0,-0.02865665,-1,-1,-1,0.151141949,0.319810512,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
command,control,command and control,control and command,170958,,,no,0,0,0,-1,0,0,-1.239217941,0,0,0,0.97391757,0.351962287,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
child,wife,child and wife,wife and child,166893,,,no,0,0,0,-1,0,0,0.542274311,0,0,0,0.02212795,0.397225022,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
aunt,uncle,aunt and uncle,uncle and aunt,165376,,,no,0,0,0,-1,0,0,-0.342107258,1,1,1,0.638266738,0.482157963,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
cattle,horses,cattle and horses,horses and cattle,164491,,,no,0,0,0,0,0,0,-0.447787222,0,0,0,0.494671441,0.491921435,1,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0.6
politics,religion,politics and religion,religion and politics,162465,,,no,0,0,0,0,0,0,-0.148048443,-1,1,1,0.352069677,0.537898404,1,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0.6
July,June,July and June,June and July,154093,,,no,0,0,0,0,0,-1,-0.100152406,0,0,0,0.00142122,0.217903354,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
sailors,soldiers,sailors and soldiers,soldiers and sailors,149549,,,no,0,0,1,0,0,0,-1.82489864,0,0,0,0.116470187,0.563648041,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
English,German,English and German,German and English,148633,,,no,0,0,1,0,0,0,0.442413999,0,0,0,0.567619573,0.622953009,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
food,shelter,food and shelter,shelter and food,147749,,,no,0,0,1,0,0,0,2.348214144,1,1,1,0.876560924,0.759624604,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
sights,sounds,sights and sounds,sounds and sights,143294,,,no,0,0,1,0,0,0,-1.933125657,0,0,0,0.899430541,0.560756451,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
comings,goings,comings and goings,goings and comings,141234,,,no,0,-1,0,0,0,1,-0.472771528,0,0,0,0.912860926,0.715477416,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
heir,son,heir and son,son and heir,137375,,,no,0,0,-1,1,0,0,-2.953365075,0,0,0,0.003210191,0.437850474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
coat,hat,coat and hat,hat and coat,132073,,,no,0,-1,1,0,0,0,-0.084245317,0,0,0,0.438711925,0.529653207,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
crime,punishment,crime and punishment,punishment and crime,131945,,,no,0,0,0,0,0,1,0.560492999,2,2,1,0.988593732,0.854636634,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
earth,sky,earth and sky,sky and earth,131176,,,no,0,1,0,0,0,0,1.093071748,0,0,0,0.784350796,0.613281023,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
faith,love,faith and love,love and faith,130104,,,no,0,0,-1,0,0,0,-1.022993206,0,0,0,0.690178626,0.369924161,1,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.9
mother,son,mother and son,son and mother,128987,,,no,0,0,0,1,0,0,0.321121134,-1,-1,-1,0.936481971,0.525403676,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
cents,dollars,cents and dollars,dollars and cents,127135,,,no,0,0,-1,-1,0,0,-0.97769243,1,1,1,0.00305974,0.359351985,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
turns,twists,turns and twists,twists and turns,126594,,,no,0,0,0,0,-1,0,3.028898935,0,0,0,0.067048991,0.56354019,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fire,police,fire and police,police and fire,126094,,,no,0,-1,0,0,0,0,0.539455162,-1,-1,-1,0.278371691,0.333371974,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
months,years,months and years,years and months,125753,,,no,0,0,0,0,0,1,-1.537043183,0,0,0,0.892861403,0.756353118,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
editor,publisher,editor and publisher,publisher and editor,125503,,,no,0,0,0,0,0,1,0.837814363,0,0,0,0.841868322,0.800685294,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
aunts,uncles,aunts and uncles,uncles and aunts,114866,,,no,0,0,1,-1,0,0,-0.027772348,1,1,1,0.631622935,0.598809867,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
research,training,research and training,training and research,108917,,,no,0,0,0,0,0,1,0.669727825,0,0,0,0.643728711,0.797757453,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
eyes,hair,eyes and hair,hair and eyes,108355,,,no,0,-1,1,0,0,0,0.969533311,0,0,0,0.349683909,0.558022804,1,"[0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",0.7
methods,principles,methods and principles,principles and methods,107758,,,no,0,1,-1,0,0,0,0.392269152,1,1,0,0.157575308,0.479157861,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
city,country,city and country,country and city,106397,,,no,0,0,0,0,0,1,0.148433709,0,0,0,0.78497514,0.78847368,1,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0.9
bread,cheese,bread and cheese,cheese and bread,105642,,,no,0,0,1,0,0,0,0.676206716,0,0,0,0.895780088,0.628895132,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
location,size,location and size,size and location,104236,,,no,0,0,1,0,0,0,-0.889509419,-1,-1,-1,0.313404198,0.478981206,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
childhood,infancy,childhood and infancy,infancy and childhood,103215,,,no,0,0,0,0,0,-1,1.409810875,1,2,1,0.018359735,0.299842789,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
morning,night,morning and night,night and morning,101769,,,no,0,1,0,0,0,1,-0.551465927,-1,-1,-1,0.394511099,0.754787326,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
council,governor,council and governor,governor and council,100783,,,no,0,-1,0,-1,0,0,0.444225364,1,1,0,0.011410655,0.313340765,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
age,day,age and day,day and age,98957,,,no,0,0,0,0,0,-1,-0.876980304,0,0,0,0.004476692,0.20387444,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
body,face,body and face,face and body,97417,,,no,0,-1,0,-1,0,0,0.123632417,-1,-1,-1,0.173624727,0.22612748,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
hair,skin,hair and skin,skin and hair,93412,,,no,0,1,0,0,0,0,0.181515601,0,0,0,0.386684794,0.589566625,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
nitrogen,oxygen,nitrogen and oxygen,oxygen and nitrogen,93142,,,no,0,0,-1,0,0,0,-0.649438935,0,0,0,0.418694037,0.379424354,1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0.9
piano,violin,piano and violin,violin and piano,90587,,,no,0,0,1,0,0,0,1.103946853,-1,-1,-1,0.223873183,0.533018903,1,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.2
ceiling,walls,ceiling and walls,walls and ceiling,90509,,,no,0,-1,0,0,0,0,-1.30174057,-1,-1,-1,0.197074324,0.290524502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
color,texture,color and texture,texture and color,90359,,,no,0,0,1,0,0,0,2.292732992,0,0,0,0.761473677,0.668842906,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
environment,heredity,environment and heredity,heredity and environment,89156,,,no,0,0,-1,0,0,0,2.961395461,0,0,0,0.078973933,0.475013227,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
everybody,everything,everybody and everything,everything and everybody,88771,,,no,0,1,0,0,0,0,-1.442128716,-1,-1,-1,0.362674747,0.436416445,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
bacon,eggs,bacon and eggs,eggs and bacon,86914,,,no,0,0,1,0,0,0,-0.782577749,-1,-1,-1,0.643831834,0.481878653,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
paper,pen,paper and pen,pen and paper,86400,,,no,0,0,-1,0,0,0,1.990505307,-1,-1,-1,0.228541667,0.34365108,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
concrete,steel,concrete and steel,steel and concrete,83832,,,no,0,-1,0,0,0,0,-0.426566943,-1,-1,-1,0.451033018,0.310488493,1,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0.3
color,light,color and light,light and color,83699,,,no,0,-1,0,0,0,0,-0.898510473,-1,-1,-1,0.320171089,0.29962866,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
friends,relations,friends and relations,relations and friends,83205,,,no,0,0,-1,0,0,0,0.218318519,1,1,1,0.67413016,0.510960193,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
boots,shoes,boots and shoes,shoes and boots,81005,,,no,-1,0,0,0,0,0,-0.623759855,0,0,0,0.837170545,0.438793072,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
hearing,sight,hearing and sight,sight and hearing,79594,,,no,0,0,-1,0,0,0,-0.20340733,-1,-1,-1,0.13766113,0.292097562,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
expense,time,expense and time,time and expense,78761,,,no,0,1,0,0,0,0,-3.610925808,0,0,0,0.09267277,0.487627162,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
flowers,plants,flowers and plants,plants and flowers,78739,,,no,-1,0,0,0,0,0,-0.40339081,-1,-1,-1,0.385387165,0.339890114,1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.1
beauty,truth,beauty and truth,truth and beauty,77484,,,no,0,-1,0,0,0,0,-0.812020909,-1,-1,-1,0.325693046,0.301602565,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
bone,flesh,bone and flesh,flesh and bone,72784,,,no,0,-1,0,0,0,0,0.475998012,0,0,0,0.218798088,0.435801794,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
doubts,fears,doubts and fears,fears and doubts,71893,,,no,0,0,0,0,-1,0,-0.538372499,0,0,0,0.772286593,0.467124832,1,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",0.5
fits,starts,fits and starts,starts and fits,71456,,,no,0,0,0,0,1,0,-0.656723771,0,0,0,0.995367779,0.508634877,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
light,sound,light and sound,sound and light,68749,,,no,0,0,1,0,0,0,0.750991368,0,0,0,0.589579485,0.630787768,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0.9
beauty,youth,beauty and youth,youth and beauty,65503,,,no,0,-1,0,0,0,-1,-0.051680785,-1,-1,-1,0.101155672,0.115017052,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
fiction,poetry,fiction and poetry,poetry and fiction,65232,,,no,0,0,0,0,0,0,-0.553299438,1,1,0,0.500935124,0.481395176,1,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",0.6
needle,thread,needle and thread,thread and needle,64176,,,no,0,0,1,0,0,0,0.035063983,-1,-1,-1,0.934103092,0.504059703,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
back,shoulders,back and shoulders,shoulders and back,63372,,,no,0,-1,0,0,0,0,2.934437588,1,1,1,0.629536704,0.610708911,1,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0.8
crime,violence,crime and violence,violence and crime,63327,,,no,1,0,0,0,0,0,0.034358532,2,2,1,0.729609803,0.651496491,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
force,violence,force and violence,violence and force,63181,,,no,1,0,0,0,0,0,1.308564922,2,2,1,0.92192273,0.682208723,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
eggs,ham,eggs and ham,ham and eggs,59981,,,no,0,0,0,0,0,0,1.310589937,0,0,0,0.182907921,0.539556556,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
bone,muscle,bone and muscle,muscle and bone,59672,,,no,0,0,0,0,0,0,0.082950192,1,1,1,0.563346293,0.614658985,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0.1
debate,discussion,debate and discussion,discussion and debate,59247,,,no,-1,0,0,0,0,0,-1.20475098,1,1,1,0.308184381,0.53308019,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.1
errors,omissions,errors and omissions,omissions and errors,58890,,,no,0,1,0,0,0,0,2.619758369,0,0,0,0.936644592,0.651774701,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
brother,mother,brother and mother,mother and brother,57486,,,no,0,0,-1,-1,0,0,-0.939408558,0,0,0,0.129127092,0.265872539,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
face,figure,face and figure,figure and face,57306,,,no,0,1,0,0,0,0,-0.267431233,1,1,1,0.922974907,0.680285429,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
chairs,table,chairs and table,table and chairs,56411,,,no,0,-1,-1,0,0,0,-2.973007989,1,1,1,0.105724061,0.347792854,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
ammunition,guns,ammunition and guns,guns and ammunition,55799,,,no,0,0,-1,0,0,0,-1.248388502,-3,-1,-1,0.039624366,0.216084531,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
Concord,Lexington,Concord and Lexington,Lexington and Concord,55328,,,no,0,-1,0,0,0,-1,-0.211784525,1,2,1,0.137163823,0.205829056,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
ice,water,ice and water,water and ice,54953,,,no,0,1,0,0,0,0,-2.073400202,1,1,1,0.516896257,0.636231082,1,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",0.3
fun,games,fun and games,games and fun,54491,,,no,1,-1,0,0,0,0,-0.095048505,0,0,0,0.975188563,0.468650298,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
breakfast,dinner,breakfast and dinner,dinner and breakfast,53396,,,no,0,0,-1,0,0,1,-0.644401153,0,0,0,0.909150498,0.688239265,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
comfort,ease,comfort and ease,ease and comfort,52544,,,no,0,0,0,0,0,0,0.134111801,-1,-1,-1,0.287911084,0.398721605,1,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0.4
father,uncle,father and uncle,uncle and father,52100,,,no,0,0,1,0,0,0,1.973622818,0,0,0,0.908522073,0.661126077,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
health,spirits,health and spirits,spirits and health,50385,,,no,0,1,0,0,0,0,2.006343205,1,1,1,0.964354471,0.731433092,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
names,numbers,names and numbers,numbers and names,48724,,,no,0,0,-1,0,0,0,-0.201852744,1,1,1,0.820540186,0.499559384,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
rights,wrongs,rights and wrongs,wrongs and rights,47755,,,no,0,1,0,0,0,0,3.705079454,0,0,0,0.969992671,0.678014598,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
crannies,nooks,crannies and nooks,nooks and crannies,46060,,,no,0,-1,0,0,0,0,-0.554863107,-1,-1,-1,0.002648719,0.307514874,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
power,resources,power and resources,resources and power,45867,,,no,0,-1,0,1,0,0,1.407619894,1,1,0,0.697625744,0.575523791,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
flame,smoke,flame and smoke,smoke and flame,45767,,,no,0,0,1,0,0,1,-0.541324037,0,0,0,0.448423537,0.842727125,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
faith,life,faith and life,life and faith,44519,,,no,0,0,-1,0,0,0,-1.948566279,0,0,0,0.696242054,0.346827298,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0.9
wisdom,wit,wisdom and wit,wit and wisdom,43515,,,no,0,0,0,0,-1,0,0.974196223,-1,-1,-1,0.093599908,0.399117749,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
novelist,poet,novelist and poet,poet and novelist,43417,,,no,0,0,-1,0,0,0,-1.916664372,-1,-1,0,0.342515605,0.354602598,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0.2
Arizona,California,Arizona and California,California and Arizona,42843,,,no,0,0,-1,0,0,0,-1.772722792,0,0,0,0.462222533,0.351164027,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
crops,livestock,crops and livestock,livestock and crops,41356,,,no,0,-1,0,0,0,0,0.917247536,1,0,0,0.880670278,0.483673212,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
glass,steel,glass and steel,steel and glass,41200,,,no,0,-1,0,0,0,0,0.318652966,0,0,0,0.462912621,0.431606876,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
bar,grill,bar and grill,grill and bar,40757,,,no,0,0,1,0,0,0,2.901789916,0,0,0,0.962583115,0.683319779,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
influence,prestige,influence and prestige,prestige and influence,40191,,,no,0,0,0,1,0,0,2.461255268,-2,-2,-1,0.346072504,0.590177774,1,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.1
cotton,tobacco,cotton and tobacco,tobacco and cotton,40004,,,no,0,0,1,0,0,0,0.546940388,0,-1,-1,0.710004,0.553987101,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0.9
church,community,church and community,community and church,39253,,,no,-1,0,0,0,0,0,0.327796044,2,2,1,0.829541691,0.566648913,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
courage,hope,courage and hope,hope and courage,37808,,,no,0,0,0,0,0,0,-1.460497696,-1,-1,-1,0.431734025,0.358037533,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
teaching,writing,teaching and writing,writing and teaching,37699,,,no,0,0,1,0,0,0,-0.480595179,0,0,0,0.61468474,0.599145785,1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",0.8
example,precept,example and precept,precept and example,37431,,,no,0,0,0,-1,0,0,5.181098996,0,-1,-1,0.187518367,0.447656623,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
gin,tonic,gin and tonic,tonic and gin,36799,,,no,0,0,1,0,0,0,-0.018672613,1,1,1,0.998124949,0.709651726,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0
brush,trees,brush and trees,trees and brush,35404,,,no,0,-1,-1,0,0,0,-1.397486087,0,0,0,0.333323918,0.289179293,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
pad,pencil,pad and pencil,pencil and pad,35363,,,no,0,0,-1,0,0,0,-0.546357954,1,1,1,0.799621073,0.490211487,1,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",0.8
chair,table,chair and table,table and chair,34607,,,no,0,0,-1,0,0,0,-1.690968012,1,1,1,0.339179935,0.459238585,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
