WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob,GeneratedSentence
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
sailors,soldiers,sailors and soldiers,soldiers and sailors,149549,,,no,0,0,1,0,0,0,-1.82489864,0,0,0,-0.383529813,0.0636480409999999,1,0.0633076849881518,0.2624082963618523,0.0187646723007033,0.2263581859402915,0.2998567344191757,126,1,sailors and soldiers,0.0026564761039539,The documentary highlighted the experiences of sailors and soldiers during the war.
head,shoulders,head and shoulders,shoulders and head,252972,,,no,0,1,0,0,0,0,2.26344126,1,1,1,0.4552124349999999,0.23687985,1,0.2974859019287763,0.8607808438136094,0.0107448237402548,0.8389415471074866,0.8807669278453938,97,1,head and shoulders,0.0044936045909329,The portrait captures only the subject's head and shoulders.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night to meet demand.
error,trial,error and trial,trial and error,454209,,,no,0,-1,0,0,0,-1,-0.045549711,0,0,0,-0.49951344,-0.3317637,1,0.7531420117155786,0.10671423991231,0.0107275232411474,0.0870981054512844,0.1290189421563151,81,1,error and trial,0.0080682275020282,The report highlighted the error and trial in the experiment.
law,order,law and order,order and law,682080,,,no,0,1,0,0,0,1,-0.056705453,1,1,1,0.4852172769999999,0.387084889,1,1.2691048485359864,0.926438693979967,0.0093022128289324,0.9068621159500628,0.9431245926464216,70,0,order and law,0.0121159567832944,The committee emphasized the importance of order and law in maintaining social stability.
nature,size,nature and size,size and nature,38101,,,no,0,-1,0,0,0,0,0.540017944,-1,-1,-1,-0.194364977,-0.16661445,1,-0.1890413468674192,0.3331723395616386,0.0121401005231068,0.3098763381265846,0.3573251307374763,40,0,size and nature,0.0006767975448632,The researchers examined the size and nature of the particles.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
environment,heredity,environment and heredity,heredity and environment,89156,,,no,0,0,-1,0,0,0,2.961395461,0,0,0,-0.421026067,-0.024986773,1,-0.0734387355923296,0.2302953197952372,0.0162112890649424,0.1996218540309089,0.2631871342301156,154,1,environment and heredity,0.0015837002154753,Scientists study the influence of environment and heredity on human behavior.
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,0.0077701779493849,The program aims to improve students' knowledge and skills.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,1,place and time,0.0216372358054233,The report records the place and time of the incident.
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,,,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,0,thoughts and feelings,0.0085276384073272,The researcher analyzed the participants' thoughts and feelings about the new policy.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.005578228566402,The committee examined the relationship between power and influence in modern politics.
husbands,wives,husbands and wives,wives and husbands,272233,,,no,0,0,0,1,0,0,-0.652517327,-1,-1,-1,0.39565556,-0.0009969329999999,1,0.3410981220006498,0.7966249241114305,0.0145362852951319,0.767594576400778,0.8241616090057845,95,1,husbands and wives,0.0048357425272498,The survey examined the attitudes of husbands and wives toward financial planning.
pepper,salt,pepper and salt,salt and pepper,831039,,,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.0147619525704202,The chef seasoned the soup with salt and pepper.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.0245195360921506,The company invested heavily in research and development.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
sunrise,sunset,sunrise and sunset,sunset and sunrise,66190,,,no,0,0,-1,0,0,1,-0.728136507,0,0,0,0.2936848469999999,0.1862856149999999,1,-0.1254400982511036,0.7535064672889825,0.0123194545642527,0.7288619519217185,0.7769086743332634,32,0,sunset and sunrise,0.0011757494421274,The photographer captured both sunset and sunrise during his trip.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared male and female participants.
college,school,college and school,school and college,301287,,,no,-1,0,-1,0,0,-1,-0.885624709,-1,-1,-1,-0.472355263,-0.419624993,1,0.4068843969587626,0.1193817547407259,0.0121593835188218,0.0973863742375263,0.1451013463984574,90,0,school and college,0.0053518359596652,Many students attend both school and college before entering the workforce.
mouth,nostrils,mouth and nostrils,nostrils and mouth,23816,,,no,0,-1,1,0,0,0,2.970166583,1,1,1,0.269902587,0.20929388,1,-0.2213865295540248,0.7407751634282542,0.0128990968535567,0.7149899837846376,0.7654233296421653,224,1,mouth and nostrils,0.0004230495348799,The doctor examined the patient's mouth and nostrils for signs of infection.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.0245195360921506,The company's research and development department received additional funding.
money,time,money and time,time and money,572131,,,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,-0.396630317,-0.150978794,1,1.0201499664072071,0.1650398934528705,0.0129851091984116,0.1404323544036421,0.191312270864679,74,1,money and time,0.0101629053342467,The project requires both money and time.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The government announced new regulations for oil and gas.
college,university,college and university,university and college,296202,,,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.3919622419999999,-0.0734372059999999,1,0.3953705534892918,0.7837157128991452,0.0171447309687618,0.7496476263934937,0.8165299218908686,91,1,college and university,0.0052615098392056,The new policy affects both college and university students.
south,west,south and west,west and south,455538,,,no,0,1,0,0,0,0,0.171052855,0,0,0,0.1486220689999999,0.089291772,1,0.7561512345220539,0.6744643906902866,0.0108796204687698,0.6530937265080641,0.6955666946686522,80,1,south and west,0.0080918348597648,The map shows the region south and west of the city.
cream,peaches,cream and peaches,peaches and cream,13614,,,no,0,0,-1,0,0,0,2.236234008,1,1,1,-0.480608197,0.065347997,1,-0.244486673325026,0.2298658049493364,0.0212571286618699,0.1895888841963264,0.2730505935927484,264,0,peaches and cream,0.0002418288699973,She served the guests peaches and cream for dessert.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The study compared b and c to determine which performed better.
location,size,location and size,size and location,104236,,,no,0,0,1,0,0,0,-0.889509419,-1,-1,-1,-0.1865958019999999,-0.021018794,1,-0.0392934534842432,0.372594427849434,0.0113102383201371,0.3506738710086024,0.3951425406343386,145,1,location and size,0.0018515700083032,The report includes data on location and size.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,0,vegetables and fruits,0.0118598284979638,The market offers a wide selection of vegetables and fruits.
radio,television,radio and television,television and radio,651263,,,no,0,0,-1,0,0,0,0.125163278,1,1,1,0.244326025,0.0084331119999999,1,1.19932665498659,0.7480529318890369,0.014005829474888,0.7201550106479521,0.7749540649869351,71,0,television and radio,0.0115685467431367,The study examined the impact of television and radio on public opinion.
feet,hands,feet and hands,hands and feet,574548,,,no,0,-1,0,0,0,0,-0.043844078,0,0,0,-0.382257009,-0.0780193209999999,1,1.025622721503709,0.1852998220935968,0.0141564407709284,0.158470358720084,0.2139767221909053,73,1,feet and hands,0.0102058391067444,The therapist examined the patient's feet and hands during the checkup.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.005578228566402,The committee examined the power and influence of social media on public opinion.
gentlemen,ladies,gentlemen and ladies,ladies and gentlemen,501922,,,no,0,0,-1,1,0,0,-0.283997477,-1,-1,0,-0.40864716,0.0176318829999999,1,0.8611774125924437,0.1951646924420503,0.0163659759718066,0.164252929799902,0.2283357211826151,17,1,gentlemen and ladies,0.0089157653949459,The conference was attended by gentlemen and ladies from around the world.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The company announced a new investment in oil and gas.
place,time,place and time,time and place,1218090,,,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,1,place and time,0.0216372358054233,The report records the place and time of the incident.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
flowers,plants,flowers and plants,plants and flowers,78739,,,no,-1,0,0,0,0,0,-0.40339081,-1,-1,-1,-0.114612835,-0.1601098859999999,1,-0.0970256987037312,0.385356620312391,0.0120279802559072,0.3625950777312904,0.4095790075884095,161,0,plants and flowers,0.0013986604520874,The garden contains many plants and flowers.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,0,skills and knowledge,0.0077701779493849,The program aims to improve students' skills and knowledge.
sunrise,sunset,sunrise and sunset,sunset and sunrise,66190,,,no,0,0,-1,0,0,1,-0.728136507,0,0,0,0.2936848469999999,0.1862856149999999,1,-0.1254400982511036,0.7535064672889825,0.0123194545642527,0.7288619519217185,0.7769086743332634,32,1,sunrise and sunset,0.0011757494421274,The photographer captured the colors of sunrise and sunset in a single shot.
knowledge,skills,knowledge and skills,skills and knowledge,437430,,,no,0,0,-1,0,0,0,1.139123909,-1,-1,-1,0.168605263,-0.176883122,1,0.7151497246803279,0.6174989628076445,0.0203186610962618,0.5784272483894402,0.6581762990431765,20,1,knowledge and skills,0.0077701779493849,The program aims to improve students' knowledge and skills.
money,time,money and time,time and money,572131,,,no,0,0,0,0,0,0,-1.823941142,-1,-1,-1,-0.396630317,-0.150978794,1,1.0201499664072071,0.1650398934528705,0.0129851091984116,0.1404323544036421,0.191312270864679,74,0,time and money,0.0101629053342467,The project requires both time and money.
groups,individuals,groups and individuals,individuals and groups,441733,,,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,0,individuals and groups,0.007846613209235,The research focused on individuals and groups in the community.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company offers a wide range of goods and services to its customers.
ice,snow,ice and snow,snow and ice,278789,,,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,1,ice and snow,0.0049521983867843,The forecast predicts ice and snow throughout the weekend.
blood,flesh,blood and flesh,flesh and blood,556220,,,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,1,blood and flesh,0.0098802742816151,The surgeon examined the blood and flesh of the donor.
father,son,father and son,son and father,486090,,,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.0086345376389743,The father and son attended the ceremony together.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The factory operates day and night.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
man,woman,man and woman,woman and man,731849,,,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.0130000159158709,The man and woman were waiting for the bus.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
pressure,temperature,pressure and temperature,temperature and pressure,449437,,,no,0,0,-1,0,0,0,0.238472567,2,2,0,-0.137753456,-0.112296128,1,0.7423368866346908,0.365506769569472,0.0117767126777958,0.3427216076516337,0.3888874758506101,83,0,temperature and pressure,0.0079834612784622,The experiment measured temperature and pressure simultaneously.
editor,publisher,editor and publisher,publisher and editor,125503,,,no,0,0,0,0,0,1,0.837814363,0,0,0,0.3418683219999999,0.300685294,1,0.0088609042473663,0.8074626984919807,0.0132128590923481,0.7806302132491113,0.8322395205907867,138,1,editor and publisher,0.0022293410218358,The editor and publisher met to discuss the new manuscript.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The government announced new regulations for oil and gas.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included responses from men and women across the country.
goods,services,goods and services,services and goods,1553253,,,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.0275908195835129,The company reported increased revenue from goods and services last quarter.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The company announced a new investment in oil and gas.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between north and south.
evening,morning,evening and morning,morning and evening,282270,,,no,0,-1,0,0,0,-1,-0.533727315,0,0,0,-0.423640486,-0.339049293,1,0.3638246602313436,0.1508719350473005,0.0125360827375403,0.1277790054733215,0.1768456424837708,93,0,morning and evening,0.0050140322560704,The schedule includes activities in the morning and evening.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The study surveyed men and women across the country.
fruits,vegetables,fruits and vegetables,vegetables and fruits,667661,,,no,0,0,0,0,0,0,0.128017055,2,2,1,0.3501050679999999,0.108532524,1,1.236456252865131,0.8380873039743932,0.0122736067416073,0.8131524332060616,0.8611790560956395,16,1,fruits and vegetables,0.0118598284979638,The study examined the consumption of fruits and vegetables among teenagers.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.0282589841894295,The mother and father were proud of their child's achievement.
north,south,north and south,south and north,1532336,,,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.0272192657070817,The climate varies between the north and south of the country.
gentlemen,ladies,gentlemen and ladies,ladies and gentlemen,501922,,,no,0,0,-1,1,0,0,-0.283997477,-1,-1,0,-0.40864716,0.0176318829999999,1,0.8611774125924437,0.1951646924420503,0.0163659759718066,0.164252929799902,0.2283357211826151,17,1,gentlemen and ladies,0.0089157653949459,The conference was attended by gentlemen and ladies from around the world.
environment,heredity,environment and heredity,heredity and environment,89156,,,no,0,0,-1,0,0,0,2.961395461,0,0,0,-0.421026067,-0.024986773,1,-0.0734387355923296,0.2302953197952372,0.0162112890649424,0.1996218540309089,0.2631871342301156,154,0,heredity and environment,0.0015837002154753,Scientists study the influence of heredity and environment on human behavior.
politics,religion,politics and religion,religion and politics,162465,,,no,0,0,0,0,0,0,-0.148048443,-1,1,1,-0.1479303229999999,0.037898404,1,0.0925530738282077,0.4133563709531273,0.0120677986608685,0.3896025176007176,0.4369388135319593,124,0,religion and politics,0.002885906226246,The debate over religion and politics continues to divide voters.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included men and women from all age groups.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,0,night and day,0.0333385450705492,The schedule varies between night and day.
female,male,female and male,male and female,1742846,,,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.0309586072248675,The study compared the health outcomes of male and female participants.
dates,events,dates and events,events and dates,15058,,,no,1,0,1,0,0,0,-1.515215732,0,0,0,0.233829194,0.118748587,1,-0.2412170587783365,0.6982309591356847,0.0117204418319041,0.6748592902302383,0.7206782713487175,258,0,events and dates,0.0002674790013529,The report lists events and dates for the upcoming conference.
moon,sun,moon and sun,sun and moon,322714,,,no,0,0,-1,0,0,0,-0.935454654,0,0,0,-0.410639142,-0.127858281,1,0.4554010388506702,0.1873977852500348,0.0125214399781706,0.1636652652659227,0.2127749215358554,88,1,moon and sun,0.0057324490930156,The moon and sun rise together over the horizon.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
men,women,men and women,women and men,7628255,,,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,0.0006675570085757,0.9977925747444234,0.9999577683015028,1,1,men and women,0.1355025919422208,The survey included responses from men and women across the country.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,0,white and black,0.040297084652965,The painting features a pattern of white and black stripes.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The museum displayed a painting in black and white.
black,white,black and white,white and black,2268565,,,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.040297084652965,The photograph was printed in black and white.
arts,crafts,arts and crafts,crafts and arts,454080,,,no,1,0,0,0,0,0,2.101639709,0,0,0,0.495249736,0.1080373749999999,1,0.7528499201113383,0.8816978581483371,0.0108405123294972,0.859548959118946,0.9017423823677018,82,1,arts and crafts,0.0080659360429251,The community center hosts a popular arts and crafts workshop every Saturday.
gas,oil,gas and oil,oil and gas,1040905,,,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,0,oil and gas,0.0184898545559393,The country's economy relies heavily on oil and gas.
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.005578228566402,The committee examined the relationship between power and influence in modern politics.
testament,will,testament and will,will and testament,248768,,,no,0,0,0,0,0,0,-4.261424859,-2,-2,-1,-0.498902592,-0.202086629,1,0.2879668856169464,0.1436331415935104,0.0116100182985711,0.1220030731154661,0.1673395686776251,99,0,will and testament,0.0044189278927202,The lawyer reviewed the will and testament before the hearing.
sailors,soldiers,sailors and soldiers,soldiers and sailors,149549,,,no,0,0,1,0,0,0,-1.82489864,0,0,0,-0.383529813,0.0636480409999999,1,0.0633076849881518,0.2624082963618523,0.0187646723007033,0.2263581859402915,0.2998567344191757,126,0,soldiers and sailors,0.0026564761039539,The program provides benefits for soldiers and sailors.
boys,girls,boys and girls,girls and boys,1835429,,,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.0326031820941904,The school organized a field trip for boys and girls.
influence,power,influence and power,power and influence,314032,,,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.005578228566402,The committee examined the relationship between power and influence in modern politics.
cousins,uncles,cousins and uncles,uncles and cousins,21181,,,no,0,0,0,-1,0,0,1.099876664,0,0,0,-0.315495019,-0.0881959239999999,1,-0.2273528968189325,0.2817846172164707,0.0136247812373162,0.2559201806551633,0.3091961511210085,228,0,uncles and cousins,0.0003762433741305,The family reunion was attended by uncles and cousins.
b,c,b and c,c and b,617842,,,no,0,0,0,0,0,1,-0.063063001,0,0,0,0.4447107839999999,0.284619268,1,1.1236522867283438,0.8991523683553344,0.0101229349857166,0.8783050043064344,0.9178258181294762,72,1,b and c,0.0109748812029442,The results show that b and c are correlated.
father,mother,father and mother,mother and father,1590868,,,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.0282589841894295,The father and mother attended the ceremony together.
day,night,day and night,night and day,1876827,,,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.0333385450705492,The museum is open day and night.
development,research,development and research,research and development,1380352,,,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.0245195360921506,The company's research and development team presented its findings at the conference.
