WordA,WordB,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,RelFreq,GenPref,Attested,LogCenteredOverallFreq,Estimate,Est.Error,Q2.5,Q97.5,item,predicted_resp_value,predicted_resp,binom_prob
future,past,future and past,past and future,283153,NA,NA,no,0,0,0,0,0,-1,-0.107364339,-1,-1,-1,-0.457867301,-0.34817432,1,0.3658240159409882,0.1356396436117714,0.0119686500712888,0.1136597292899573,0.1605389637324076,92,0,past and future,0.005029717204814949
jams,jellies,jams and jellies,jellies and jams,24827,NA,NA,no,0,0,0,0,0,0,0.509308553,1,1,1,0.303198131,0.1255612019999999,1,-0.2190973465161419,0.740063107267786,0.0126600028192801,0.7146428989525154,0.7641493500765523,220,0,jellies and jams,4.410081794787296e-4
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
man,woman,man and woman,woman and man,731849,NA,NA,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.01300001591587098
blood,flesh,blood and flesh,flesh and blood,556220,NA,NA,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,0,flesh and blood,0.009880274281615137
sights,sounds,sights and sounds,sounds and sights,143294,NA,NA,no,0,0,1,0,0,0,-1.933125657,0,0,0,0.399430541,0.060756451,1,0.0491446385965019,0.7926102397619015,0.0137171341959609,0.7650311974276389,0.818444760664583,129,1,sights and sounds,0.0025453669823267042
location,size,location and size,size and location,104236,NA,NA,no,0,0,1,0,0,0,-0.889509419,-1,-1,-1,-0.1865958019999999,-0.021018794,1,-0.0392934534842432,0.372594427849434,0.0113102383201371,0.3506738710086024,0.3951425406343386,145,0,size and location,0.0018515700083032531
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.027219265707081754
prose,verse,prose and verse,verse and prose,173062,NA,NA,no,0,0,0,0,0,0,-0.658037344,0,0,0,0.1567068449999999,-0.0137815239999999,1,0.1165476066199446,0.629313673309368,0.0112629143165582,0.6073963794425096,0.6514803338679871,121,1,prose and verse,0.003074143374428965
head,shoulders,head and shoulders,shoulders and head,252972,NA,NA,no,0,1,0,0,0,0,2.26344126,1,1,1,0.4552124349999999,0.23687985,1,0.2974859019287763,0.8607808438136094,0.0107448237402548,0.8389415471074866,0.8807669278453938,97,1,head and shoulders,0.004493604590932984
breakfast,dinner,breakfast and dinner,dinner and breakfast,53396,NA,NA,no,0,0,-1,0,0,1,-0.644401153,0,0,0,0.409150498,0.188239265,1,-0.1544092454189323,0.8085788165807738,0.0128157558104333,0.7824449129651095,0.8326324185795458,178,1,breakfast and dinner,9.484864361963285e-4
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
poetry,prose,poetry and prose,prose and poetry,222228,NA,NA,no,0,0,-1,0,0,0,1.228842559,-2,-2,-1,0.046596289,-0.167979846,1,0.2278730005275158,0.5039375976407897,0.016000699267064,0.4739727248141796,0.5366878946999928,24,0,prose and poetry,0.003947491267942125
place,time,place and time,time and place,1218090,NA,NA,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,1,place and time,0.02163723580542336
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
man,woman,man and woman,woman and man,731849,NA,NA,no,0,0,0,1,0,0,1.177898817,1,1,1,0.460577933,0.2461141909999999,1,1.3817956008726808,0.9101461906471664,0.0099120365767103,0.8895849619411716,0.9281915472599912,69,1,man and woman,0.01300001591587098
eyes,hair,eyes and hair,hair and eyes,108355,NA,NA,no,0,-1,1,0,0,0,0.969533311,0,0,0,-0.1503160909999999,0.058022804,1,-0.0299669006325716,0.420160493969633,0.0130413474297132,0.3944834866739604,0.4455233747515518,141,0,hair and eyes,0.0019247368303628208
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,0,south and north,0.027219265707081754
men,officers,men and officers,officers and men,457386,NA,NA,no,0,0,0,-1,0,0,1.961113083,2,2,1,-0.409400375,0.0369168739999999,1,0.7603356165734958,0.2034753298264612,0.0169642036946063,0.1713519437201628,0.2377590907482828,79,0,officers and men,0.00812466134366046
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.03333854507054923
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,1,father and mother,0.02825898418942956
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,NA,NA,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,1,feelings and thoughts,0.008527638407327212
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.02825898418942956
bourbon,water,bourbon and water,water and bourbon,5555,NA,NA,no,0,0,1,0,0,0,-4.845107259,0,0,0,0.484338434,-0.017959176,1,-0.2627344736240358,0.7964926458731273,0.0186844616951558,0.7584828473263039,0.8316789911438328,329,0,water and bourbon,9.867484742435023e-5
college,university,college and university,university and college,296202,NA,NA,no,0,0,0,-1,0,0,-0.730332132,3,1,0,0.3919622419999999,-0.0734372059999999,1,0.3953705534892918,0.7837157128991452,0.0171447309687618,0.7496476263934937,0.8165299218908686,91,1,college and university,0.0052615098392056504
goods,services,goods and services,services and goods,1553253,NA,NA,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,0,services and goods,0.02759081958351292
fall,rise,fall and rise,rise and fall,746325,NA,NA,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.013257156706386712
English,German,English and German,German and English,148633,NA,NA,no,0,0,1,0,0,0,0.442413999,0,0,0,0.0676195729999999,0.1229530089999999,1,0.0612336081704457,0.6008323879390317,0.0106983327406934,0.5795476882040163,0.621418829670857,127,1,English and German,0.0026402049679970204
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
aircraft,ships,aircraft and ships,ships and aircraft,29331,NA,NA,no,0,-1,0,0,0,0,-0.421885893,-1,0,0,-0.313473799,-0.122617751,1,-0.2088990474037532,0.2739693032168537,0.0131194221288325,0.2491065468924531,0.3002762156318499,211,1,aircraft and ships,5.21013852349886e-4
day,night,day and night,night and day,1876827,NA,NA,no,0,1,0,0,0,0,0.8583704,0,0,0,0.197528861,0.107221499,1,3.974341808933193,0.8287552251780391,0.0220035345971349,0.7832750022518573,0.869033433177916,3,1,day and night,0.03333854507054923
ability,age,ability and age,age and ability,12237,NA,NA,no,0,-1,0,0,0,-1,-0.886037495,-2,-2,-1,-0.404715208,-0.390939686,1,-0.2476045813795906,0.1780174433613508,0.0155360444640067,0.1493464754502955,0.2103805137952018,270,0,age and ability,2.173688763153508e-4
health,spirits,health and spirits,spirits and health,50385,NA,NA,no,0,1,0,0,0,0,2.006343205,1,1,1,0.464354471,0.2314330919999999,1,-0.1612269804605403,0.8382830641032342,0.012607283733159,0.8124069822743684,0.8617414443782137,180,1,health and spirits,8.950012938750471e-4
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
eyes,face,eyes and face,face and eyes,61214,NA,NA,no,-1,0,0,0,0,0,-0.011947487,0,0,0,-0.187342765,-0.044791735,1,-0.1367071356363714,0.3685157722204819,0.0109914707640079,0.3472199820790538,0.3903817335674464,35,1,eyes and face,0.0010873595157937308
Concord,Lexington,Concord and Lexington,Lexington and Concord,55328,NA,NA,no,0,-1,0,0,0,-1,-0.211784525,1,2,1,-0.362836177,-0.294170944,1,-0.150034664183334,0.2092459588808067,0.0141725943632045,0.1825643893003613,0.2381855343932794,176,0,Lexington and Concord,9.828050329963006e-4
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
body,face,body and face,face and body,97417,NA,NA,no,0,-1,0,-1,0,0,0.123632417,-1,-1,-1,-0.326375273,-0.27387252,1,-0.0547335515409436,0.2269387505080386,0.0138732610120979,0.2007298554408624,0.2551293807611977,148,0,face and body,0.0017304424143182585
flowers,plants,flowers and plants,plants and flowers,78739,NA,NA,no,-1,0,0,0,0,0,-0.40339081,-1,-1,-1,-0.114612835,-0.1601098859999999,1,-0.0970256987037312,0.385356620312391,0.0120279802559072,0.3625950777312904,0.4095790075884095,161,1,flowers and plants,0.001398660452087473
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.027219265707081754
arts,crafts,arts and crafts,crafts and arts,454080,NA,NA,no,1,0,0,0,0,0,2.101639709,0,0,0,0.495249736,0.1080373749999999,1,0.7528499201113383,0.8816978581483371,0.0108405123294972,0.859548959118946,0.9017423823677018,82,1,arts and crafts,0.008065936042925104
food,shelter,food and shelter,shelter and food,147749,NA,NA,no,0,0,1,0,0,0,2.348214144,1,1,1,0.3765609239999999,0.259624604,1,0.0592319881847993,0.8187467211666248,0.0121522817277257,0.7940244170197335,0.8415362463572891,128,1,food and shelter,0.0026245022560036583
place,time,place and time,time and place,1218090,NA,NA,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,0,time and place,0.02163723580542336
love,veneration,love and veneration,veneration and love,11653,NA,NA,no,0,0,1,0,0,0,4.924728626,3,1,1,0.257058268,0.3481656709999999,1,-0.2489269185646783,0.7627687498651669,0.0167046141983303,0.7280598433978085,0.7937580906114934,272,1,love and veneration,2.0699513898036963e-4
groups,individuals,groups and individuals,individuals and groups,441733,NA,NA,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,0,individuals and groups,0.007846613209235014
bread,cheese,bread and cheese,cheese and bread,105642,NA,NA,no,0,0,1,0,0,0,0.676206716,0,0,0,0.395780088,0.128895132,1,-0.0361098814256246,0.7986256530959431,0.0127389688966308,0.7728132728946916,0.8225879647918943,144,1,bread and cheese,0.0018765451362021976
north,south,north and south,south and north,1532336,NA,NA,no,0,0,1,0,0,0,-0.03060052,0,0,0,0.4390120709999999,0.1108186749999999,1,3.194319104775581,0.9424963565428632,0.0113710675834007,0.9175534698853174,0.9617457215078572,8,1,north and south,0.027219265707081754
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
Christmas,Easter,Christmas and Easter,Easter and Christmas,47337,NA,NA,no,0,0,1,0,0,1,1.316616204,0,0,0,0.287122124,0.367650547,1,-0.1681284937142172,0.7853048269883636,0.0163030845063951,0.7515696993420812,0.8155009100495955,39,1,Christmas and Easter,8.408589113458986e-4
man,wife,man and wife,wife and man,213993,NA,NA,no,0,0,0,1,0,0,1.533387443,0,0,0,0.497677494,0.162608272,1,0.2092266876521782,0.8619176277602469,0.0112843666632668,0.8388009733861502,0.88279823159134,101,1,man and wife,0.003801210913569573
environment,heredity,environment and heredity,heredity and environment,89156,NA,NA,no,0,0,-1,0,0,0,2.961395461,0,0,0,-0.421026067,-0.024986773,1,-0.0734387355923296,0.2302953197952372,0.0162112890649424,0.1996218540309089,0.2631871342301156,154,0,heredity and environment,0.001583700215475314
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
gas,oil,gas and oil,oil and gas,1040905,NA,NA,no,0,-1,0,0,0,0,-0.310324221,0,0,0,-0.414552241,-0.085058577,1,2.0815836849042952,0.1243538501992748,0.0161351598344625,0.095138763357124,0.1584833912382707,12,1,gas and oil,0.018489854555939385
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,NA,NA,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,0,thoughts and feelings,0.008527638407327212
influence,power,influence and power,power and influence,314032,NA,NA,no,0,0,0,-1,0,0,-1.060110212,-1,-1,0,-0.311098869,-0.136521802,1,0.4357425946025001,0.2429594319404333,0.0121517174582397,0.2198004065849767,0.267229593335421,21,0,power and influence,0.00557822856640208
pepper,salt,pepper and salt,salt and pepper,831039,NA,NA,no,0,0,-1,0,0,0,-1.263496356,-1,-1,-1,-0.439249542,-0.231116138,1,1.6063891374974213,0.1108888845782801,0.0128459188158458,0.0874343450843807,0.1377662022092591,13,0,salt and pepper,0.014761952570420268
engineers,scientists,engineers and scientists,scientists and engineers,229487,NA,NA,no,0,0,0,0,0,-1,-0.243281692,0,2,1,-0.2489748869999999,-0.263593319,1,0.2443093800250357,0.26090603761187797,0.0142127484043003,0.2340874788931652,0.2899797636404356,100,0,scientists and engineers,0.004076434691426077
arms,faces,arms and faces,faces and arms,7402,NA,NA,no,0,-1,0,-1,0,0,0.993344038,1,1,1,-0.056201027,-0.0628194109999999,1,-0.2585523558485958,0.4549775027501821,0.0089910293418888,0.4373559797691484,0.4727451172568907,310,0,faces and arms,1.3148356807111437e-4
file,rank,file and rank,rank and file,500989,NA,NA,no,0,1,0,0,0,0,0.945394566,0,0,0,-0.499642707,0.1094722529999999,1,0.859064843082706,0.1619396449959189,0.0187929449547391,0.127264693658919,0.2004672867607742,77,0,rank and file,0.00889919228375838
death,life,death and life,life and death,1142991,NA,NA,no,0,-1,-1,0,0,-1,-1.058483404,0,0,0,-0.438072128,-0.395286899,1,2.3127345648304294,0.0750485595444749,0.0129079583090166,0.052697522005612,0.1031556418988904,11,0,life and death,0.020303233579190907
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
example,precept,example and precept,precept and example,37431,NA,NA,no,0,0,0,-1,0,0,5.181098996,0,-1,-1,-0.312481633,-0.052343377,1,-0.190558411788667,0.2902802146784044,0.0141433306854895,0.2632714371364578,0.318594403699254,193,1,example and precept,6.648961681261662e-4
evening,morning,evening and morning,morning and evening,282270,NA,NA,no,0,-1,0,0,0,-1,-0.533727315,0,0,0,-0.423640486,-0.339049293,1,0.3638246602313436,0.1508719350473005,0.0125360827375403,0.1277790054733215,0.1768456424837708,93,0,morning and evening,0.0050140322560704486
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
feet,hands,feet and hands,hands and feet,574548,NA,NA,no,0,-1,0,0,0,0,-0.043844078,0,0,0,-0.382257009,-0.0780193209999999,1,1.025622721503709,0.1852998220935968,0.0141564407709284,0.158470358720084,0.2139767221909053,73,0,hands and feet,0.010205839106744477
cents,dollars,cents and dollars,dollars and cents,127135,NA,NA,no,0,0,-1,-1,0,0,-0.97769243,1,1,1,-0.49694026,-0.140648015,1,0.0125562026824059,0.168280558393479,0.0133314281739134,0.1435734904986583,0.1956035910835012,135,0,dollars and cents,0.002258330643977456
rock,roll,rock and roll,roll and rock,248992,NA,NA,no,0,0,0,0,0,0,0.851796527,0,0,0,0.49720473,0.0271619379999999,1,0.2884740834413636,0.8463964787030306,0.0137341857523714,0.8184768575679132,0.8719986347772657,98,1,rock and roll,0.004422906860465133
boys,girls,boys and girls,girls and boys,1835429,NA,NA,no,0,0,0,1,0,0,0.056064285,0,0,0,0.382519564,0.1258780029999999,1,3.8806053110080896,0.9391975816403516,0.0128405188909181,0.911040292982693,0.9607473237053664,4,1,boys and girls,0.03260318209419041
feelings,thoughts,feelings and thoughts,thoughts and feelings,480072,NA,NA,no,0,0,0,0,1,0,0.057240484,-1,-1,-1,-0.348635205,-0.081661731,1,0.8117029819517483,0.214431436929273,0.0135970704302857,0.18836636838525,0.2417659040579504,18,0,thoughts and feelings,0.008527638407327212
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
hands,knees,hands and knees,knees and hands,339150,NA,NA,no,0,1,0,0,0,0,2.089498389,0,0,0,0.481444788,0.138599031,1,0.4926166792172822,0.8674515836450579,0.0108888466967899,0.845199878006145,0.8876433823033479,87,1,hands and knees,0.006024405851299438
goods,services,goods and services,services and goods,1553253,NA,NA,no,0,1,0,0,0,0,-0.671479909,2,2,1,0.4925981149999999,0.163859347,1,3.24168096590654,0.9602660946447727,0.0089291149759382,0.9403113970155018,0.9749904571999912,7,1,goods and services,0.02759081958351292
comings,goings,comings and goings,goings and comings,141234,NA,NA,no,0,-1,0,0,0,1,-0.472771528,0,0,0,0.412860926,0.215477416,1,0.0444802300326652,0.8264734924855942,0.0118327883081897,0.8024278006724835,0.8485754280105221,130,1,comings and goings,0.0025087746896724898
black,white,black and white,white and black,2268565,NA,NA,no,0,-1,0,0,0,0,-0.212280694,0,0,0,0.332201855,-0.082472565,1,4.861344761350802,0.9217517281463764,0.0192589923236909,0.8784269557737162,0.9532033503249788,2,1,black and white,0.04029708465296509
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
father,mother,father and mother,mother and father,1590868,NA,NA,no,0,0,-1,1,0,0,0.092175082,0,0,0,0.101676569,0.020166016,1,3.326851707716597,0.6863748208049598,0.0234139452426871,0.6401352416216487,0.7319502221586851,6,0,mother and father,0.02825898418942956
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
arms,legs,arms and legs,legs and arms,667976,NA,NA,no,0,1,0,0,0,0,0.779154987,0,0,0,0.336992646,0.1051687369999999,1,1.237169499805718,0.8302367469814647,0.0124055041699752,0.8051593062788397,0.8536303900499871,15,0,legs and arms,0.011865423921355134
father,son,father and son,son and father,486090,NA,NA,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.00863453763897433
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
artillery,mortar,artillery and mortar,mortar and artillery,19688,NA,NA,no,0,0,0,-1,0,0,0.905736193,-1,-1,0,0.1310950829999999,-0.085866506,1,-0.2307334608897132,0.5782187729269889,0.0140925917426213,0.5510312238851205,0.6064877872938794,237,1,artillery and mortar,3.497228435806674e-4
female,male,female and male,male and female,1742846,NA,NA,no,0,0,0,-1,0,0,-0.009936803,-1,0,0,-0.4263520699999999,-0.150667323,1,3.670971845927655,0.0688884976035871,0.0156736939761092,0.0429503136448915,0.1042322018245525,5,0,male and female,0.030958607224867526
blood,flesh,blood and flesh,flesh and blood,556220,NA,NA,no,0,-1,0,0,0,0,1.713790461,0,0,0,-0.47360397,-0.0309239119999999,1,0.9841230709415733,0.1465994067332773,0.0144502670040154,0.1197149429383399,0.1762126462405025,75,1,blood and flesh,0.009880274281615137
aunt,uncle,aunt and uncle,uncle and aunt,165376,NA,NA,no,0,0,0,-1,0,0,-0.342107258,1,1,1,0.138266738,-0.0178420369999999,1,0.0991443812696294,0.6141692271464987,0.0109054954695222,0.5929384309115788,0.6356829318313238,123,1,aunt and uncle,0.00293761504368125
fall,rise,fall and rise,rise and fall,746325,NA,NA,no,0,-1,0,0,0,0,0.334721403,0,0,0,-0.470051921,-0.067965168,1,1.4145732602756422,0.1245054483981924,0.0141110634069529,0.098571711474342,0.1539915536431431,14,0,rise and fall,0.013257156706386712
ice,snow,ice and snow,snow and ice,278789,NA,NA,no,0,1,0,0,0,0,0.196347167,0,0,0,-0.090582842,0.0899561509999999,1,0.3559427154688603,0.4689291970010429,0.0131000077458358,0.4428882897585914,0.4941513066409892,94,0,snow and ice,0.00495219838678437
development,research,development and research,research and development,1380352,NA,NA,no,0,0,0,0,0,-1,0.222714832,-1,-1,0,-0.480749838,-0.27068725,1,2.8501853809085125,0.0587070409075365,0.0119937015429323,0.0384867218829944,0.0852750803503034,9,0,research and development,0.02451953609215062
men,women,men and women,women and men,7628255,NA,NA,no,0,0,0,1,0,0,0.358413359,1,1,1,0.406428141,0.22889779,1,16.997162205773183,0.9994897777988272,6.675570085757e-4,0.9977925747444234,0.9999577683015028,1,1,men and women,0.13550259194222083
groups,individuals,groups and individuals,individuals and groups,441733,NA,NA,no,0,-1,0,0,0,0,0.599729376,4,2,1,-0.247854473,0.112101023,1,0.7248929043163422,0.3357690600225592,0.0193115358238825,0.2981495014062515,0.373495318396514,19,0,individuals and groups,0.007846613209235014
father,son,father and son,son and father,486090,NA,NA,no,0,0,0,1,0,0,0.413296216,-1,-1,-1,0.467923636,0.027898002,1,0.8253293949309567,0.8636356341124951,0.0126455450828489,0.8379832918684776,0.8870965007713698,78,1,father and son,0.00863453763897433
place,time,place and time,time and place,1218090,NA,NA,no,0,1,0,0,0,0,-1.106275998,0,0,0,-0.361323055,0.0553675799999999,1,2.4827794282943008,0.1626514901204175,0.0225016764868558,0.1219718520101988,0.2106702941380819,10,0,time and place,0.02163723580542336
